,ID,Text,Sentiment (Label),Timestamp,User,Source,Topic,Retweets,Likes,Country,Year,Month,Day,Hour,new_sentiment,new_text,Topic1,Topic2
273,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,1/15/2021 13:00, DanceStrider , Facebook ,Confident  DanceOfLife ,23,46, Canada ,2021,1,15,13,Positive,"['confident', 'stride', 'dance', 'life', 'ballroom', 'selfassuredness', 'lead', 'twirling', 'challenge', 'grace']",Confident, DanceOfLife 
274,279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,5/6/2023 7:20, WindWhisperer , Twitter ,Hopeful  BrighterTomorrows ,15,30, India ,2023,5,6,7,Positive,"['hopeful', 'whisper', 'wind', 'carrying', 'promise', 'brighter', 'tomorrow', 'symphony', 'optimism', 'air', 'possibility']",Hopeful, BrighterTomorrows 
275,280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,11/18/2019 15:15, JugglingArtist , Instagram ,Playful  JugglingResponsibilities ,25,50, USA ,2019,11,18,15,Positive,"['playfully', 'juggling', 'responsibility', 'circus', 'performer', 'balancing', 'act', 'work', 'joy', 'tossing', 'laughter', 'air']",Playful, JugglingResponsibilities 
276,281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,8/29/2020 20:45, StarStoryteller , Facebook ,Inspired  TalesToTheStars ,14,28, UK ,2020,8,29,20,Positive,"['whispering', 'tale', 'inspiration', 'star', 'storyteller', 'crafting', 'constellation', 'thread', 'imagination']",Inspired, TalesToTheStars 
277,282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,10/30/2022 11:40, WaveNavigator , Twitter ,Hopeful  SailorOfDreams ,17,34, Australia ,2022,10,30,11,Positive,"['charting', 'course', 'wave', 'hopeful', 'anticipation', 'sailor', 'steering', 'towards', 'shore', 'dream', 'yet', 'unexplored']",Hopeful, SailorOfDreams 
278,283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,7/1/2021 12:10, RainNurturer , Instagram ,Compassionate  TearsOfEmpathy ,21,42, Canada ,2021,7,1,12,Positive,"['compassionate', 'rain', 'tear', 'empathy', 'falling', 'gently', 'nurturing', 'seed', 'kindness', 'garden', 'human', 'connection']",Compassionate, TearsOfEmpathy 
279,284," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,1/5/2020 8:45, PeakConqueror , Twitter ,Proud  ScalingPeaks ,23,46, USA ,2020,1,5,8,Positive,"['proudly', 'scaling', 'peak', 'achievement', 'mountaineer', 'conquering', 'challenge', 'planting', 'flag', 'success']",Proud, ScalingPeaks 
280,285," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,7/17/2022 6:15, DawnGardener , Instagram ,Hopeful  SeedsOfOptimism ,14,28, UK ,2022,7,17,6,Positive,"['embraced', 'hopeful', 'dawn', 'gardener', 'sowing', 'seed', 'optimism', 'tending', 'bloom', 'brighter', 'tomorrow']",Hopeful, SeedsOfOptimism 
281,286," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook ,Playful  CarnivalEscapade ,24,48, Australia ,2018,8,22,17,Positive,"['playful', 'escapade', 'carnival', 'life', 'carousel', 'laughter', 'cotton', 'candy', 'dream', 'swirling', 'joyous', 'atmosphere']",Playful, CarnivalEscapade 
282,287," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,12/8/2021 14:30, SkyArtist , Twitter ,Inspired  CloudsOfCreativity ,18,36, India ,2021,12,8,14,Positive,"['floating', 'cloud', 'inspiration', 'artist', 'painting', 'sky', 'stroke', 'creativity', 'creating', 'masterpiece', 'dream']",Inspired, CloudsOfCreativity 
283,288," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,4/27/2019 9:50, RiverNavigator , Instagram ,Contentment  TranquilWaters ,20,40, Canada ,2019,4,27,9,Positive,"['navigating', 'river', 'contentment', 'serene', 'boat', 'cruise', 'tranquil', 'water', 'inner', 'peace', 'acceptance']",Contentment, TranquilWaters 
284,289," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,9/3/2023 21:40, LanternWanderer , Facebook ,Empathetic  LanternOfCompassion ,16,32, USA ,2023,9,3,21,Positive,"['empathy', 'lantern', 'wandering', 'dark', 'alley', 'sorrow', 'illuminating', 'path', 'compassion', 'care']",Empathetic, LanternOfCompassion 
285,290," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Freespirited ,6/10/2020 10:05, DreamSoarer , Twitter ,FreeSpirit  WingsOfDreams ,22,44, UK ,2020,6,10,10,Neutral,"['free', 'spirit', 'soaring', 'wing', 'dream', 'leaving', 'trail', 'independence', 'azure', 'sky', 'boundless', 'possibility']",FreeSpirit, WingsOfDreams 
286,291," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,4/1/2022 18:30, SunsetAdmirer , Instagram ,Grateful  GoldenHues ,19,38, Australia ,2022,4,1,18,Positive,"['bathed', 'golden', 'hue', 'gratefulness', 'sunset', 'appreciation', 'casting', 'warm', 'glow', 'landscape', 'heart']",Grateful, GoldenHues 
287,292," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,1/15/2021 13:00, DanceStrider , Facebook ,Confident  DanceOfLife ,23,46, Canada ,2021,1,15,13,Positive,"['confident', 'stride', 'dance', 'life', 'ballroom', 'selfassuredness', 'lead', 'twirling', 'challenge', 'grace']",Confident, DanceOfLife 
288,293," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,5/6/2023 7:20, WindWhisperer , Twitter ,Hopeful  BrighterTomorrows ,15,30, India ,2023,5,6,7,Positive,"['hopeful', 'whisper', 'wind', 'carrying', 'promise', 'brighter', 'tomorrow', 'symphony', 'optimism', 'air', 'possibility']",Hopeful, BrighterTomorrows 
289,294," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,11/18/2019 15:15, JugglingArtist , Instagram ,Playful  JugglingResponsibilities ,25,50, USA ,2019,11,18,15,Positive,"['playfully', 'juggling', 'responsibility', 'circus', 'performer', 'balancing', 'act', 'work', 'joy', 'tossing', 'laughter', 'air']",Playful, JugglingResponsibilities 
290,295," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,8/29/2020 20:45, StarStoryteller , Facebook ,Inspired  TalesToTheStars ,14,28, UK ,2020,8,29,20,Positive,"['whispering', 'tale', 'inspiration', 'star', 'storyteller', 'crafting', 'constellation', 'thread', 'imagination']",Inspired, TalesToTheStars 
291,296," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,10/30/2022 11:40, WaveNavigator , Twitter ,Hopeful  SailorOfDreams ,17,34, Australia ,2022,10,30,11,Positive,"['charting', 'course', 'wave', 'hopeful', 'anticipation', 'sailor', 'steering', 'towards', 'shore', 'dream', 'yet', 'unexplored']",Hopeful, SailorOfDreams 
292,297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,7/1/2021 12:10, RainNurturer , Instagram ,Compassionate  TearsOfEmpathy ,21,42, Canada ,2021,7,1,12,Positive,"['compassionate', 'rain', 'tear', 'empathy', 'falling', 'gently', 'nurturing', 'seed', 'kindness', 'garden', 'human', 'connection']",Compassionate, TearsOfEmpathy 
293,298," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,1/5/2020 8:45, PeakConqueror , Twitter ,Proud  ScalingPeaks ,23,46, USA ,2020,1,5,8,Positive,"['proudly', 'scaling', 'peak', 'achievement', 'mountaineer', 'conquering', 'challenge', 'planting', 'flag', 'success']",Proud, ScalingPeaks 
294,299," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,7/17/2022 6:15, DawnGardener , Instagram ,Hopeful  SeedsOfOptimism ,14,28, India ,2022,7,17,6,Positive,"['embraced', 'hopeful', 'dawn', 'gardener', 'sowing', 'seed', 'optimism', 'tending', 'bloom', 'brighter', 'tomorrow']",Hopeful, SeedsOfOptimism 
295,300," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook ,Playful  CarnivalEscapade ,24,48, Australia ,2018,8,22,17,Positive,"['playful', 'escapade', 'carnival', 'life', 'carousel', 'laughter', 'cotton', 'candy', 'dream', 'swirling', 'joyous', 'atmosphere']",Playful, CarnivalEscapade 
296,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,9/15/2021 16:00, ShatteredHeart , Instagram ,Despair  EchoingSilence ,8,16, Canada ,2021,9,15,16,Negative,"['drowning', 'abyss', 'despair', 'heart', 'shattered', 'fragment', 'lost', 'echoing', 'silence', 'hopelessness']",Despair, EchoingSilence 
297,302," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,3/8/2019 14:20, VenomousSoul , Facebook ,Bitterness  ResentmentWeb ,12,24, UK ,2019,3,8,14,Negative,"['bitterness', 'festering', 'like', 'venomous', 'vine', 'entwining', 'soul', 'web', 'resentment', 'poisoning', 'garden', 'peace']",Bitterness, ResentmentWeb 
298,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,7/20/2017 11:45, DesertWanderer , Twitter ,Loneliness  MiragesOfConnection ,15,30, USA ,2017,7,20,11,Negative,"['wandering', 'desert', 'loneliness', 'step', 'heavy', 'sigh', 'mirage', 'connection', 'shimmering', 'never', 'materializing']",Loneliness, MiragesOfConnection 
299,304," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,11/2/2020 19:30, ColdEmbrace , Instagram ,Yearning  DistantWarmth ,10,20, Australia ,2020,11,2,19,Positive,"['yearning', 'touch', 'thats', 'echo', 'distant', 'warmth', 'haunting', 'heart', 'cold', 'embrace', 'solitude']",Yearning, DistantWarmth 
300,305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,5/12/2022 2:00, NightPrisoner , Facebook ,Fearful  ImaginedHorrors ,18,36, India ,2022,5,12,2,Negative,"['eye', 'wide', 'open', 'night', 'fearful', 'shadow', 'dancing', 'wall', 'mind', 'prisoner', 'imagined', 'horror']",Fearful, ImaginedHorrors 
301,306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,4/8/2023 13:15, TightropeWalker , Twitter ,Apprehensive  BalancingAct ,14,28, UK ,2023,4,8,13,Neutral,"['apprehensive', 'step', 'tightrope', 'uncertainty', 'balancing', 'act', 'fall', 'seems', 'inevitable', 'anxiety', 'constant', 'companion']",Apprehensive, BalancingAct 
302,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,6/25/2021 17:50, AtlasBearer , Instagram ,Overwhelmed  BouldersOfExhaustion ,22,44, Canada ,2021,6,25,17,Neutral,"['overwhelmed', 'weight', 'world', 'atlas', 'trembling', 'shoulder', 'responsibility', 'boulder', 'landscape', 'exhaustion']",Overwhelmed, BouldersOfExhaustion 
303,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,8/30/2019 10:10, GreenMonster , Facebook ,Jealous  GreenEyedMonster ,16,32, USA ,2019,8,30,10,Negative,"['jealousy', 'greeneyed', 'monster', 'lurking', 'shadow', 'casting', 'dark', 'cloud', 'sunshine', 'others', 'success']",Jealous, GreenEyedMonster 
304,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,8/3/2022 15:30, StormSurvivor , Twitter ,Devastated  WindsOfBrokenPromises ,25,50, Australia ,2022,8,3,15,Negative,"['devastated', 'storm', 'betrayal', 'wreckage', 'trust', 'scattered', 'like', 'debris', 'heart', 'torn', 'wind', 'broken', 'promise']",Devastated, WindsOfBrokenPromises 
305,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,12/17/2020 9:20, PuzzleComposer , Instagram ,Frustrated  UnsolvablePuzzle ,12,24, India ,2020,12,17,9,Negative,"['frustrated', 'finger', 'tapping', 'keyboard', 'symphony', 'annoyance', 'composing', 'unsolvable', 'puzzle', 'unmet', 'expectation']",Frustrated, UnsolvablePuzzle 
306,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,2/28/2021 22:45, GildedHeartache , Facebook ,Envious  GildedPrize ,20,40, USA ,2021,2,28,22,Negative,"['envious', 'eye', 'fixated', 'gilded', 'prize', 'heartache', 'fueled', 'painful', 'desire', 'possession', 'seem', 'forever', 'reach']",Envious, GildedPrize 
307,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,5/10/2018 14:00, IndifferentFort , Twitter ,Dismissive  ImpenetrableWalls ,14,28, UK ,2018,5,10,14,Neutral,"['dismissive', 'glance', 'fortress', 'built', 'indifference', 'wall', 'impenetrable', 'plea', 'understanding', 'recognition']",Dismissive, ImpenetrableWalls 
308,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,1/7/2022 11:10, DreamMosaic , Instagram ,Frustrated  MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11,Negative,"['shattered', 'dream', 'lie', 'floor', 'like', 'fragment', 'glass', 'mosaic', 'disappointment', 'crafted', 'hand', 'frustration']",Frustrated, MosaicOfDisappointment 
309,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,9/19/2019 3:30, NocturnalEcho , Facebook ,Loneliness  SolitaryNocturne ,18,36, Australia ,2019,9,19,3,Negative,"['loneliness', 'silent', 'companion', 'night', 'echo', 'chamber', 'solitude', 'heart', 'solitary', 'nocturne']",Loneliness, SolitaryNocturne 
310,315," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", Fearful ,7/14/2023 23:00, DarkWhispers , Twitter ,Fearful  SpecterOfTheUnknown ,13,26, UK ,2023,7,14,23,Negative,"['fearful', 'whisper', 'dark', 'mind', 'haunted', 'specter', 'unknown', 'shadow', 'dancing', 'rhythm', 'anxiety', 'tune']",Fearful, SpecterOfTheUnknown 
